statename,gender,educ,partyid,firstthought,taxpayer,percenttp,recent,tpfeel,biggest,wagesal,paystub,child,depend,glad,upset,benefit,wastecents,wastethink,eitcself,eitcexp,eitcother,eitcthink,labforce,polideo,polinffreq,regvote,feelfedgov_1,voted,discusspol,poleffic,polvol,polknow1,polknow2,polkno3,marital,ownhome,stateresid,yearbirth,raceeth,hhinc,weightvec
Arkansas,2,6,6,too high; struggle to pay; government overspending,1,51,I paid property taxes on my house in October,"it feels like my responsibility as a citizen; however, the government is irresponsible in its excessive spending","not sure - income, property, sales",1,social security; medicaid; state income; federal income,2,yes,national parks; military; interstates,excessive salaries/benefits for public employees; affordable healthcare act; humanitarian aid to countries which would rather see us destroyed; excessive welfare payouts,"yes - military, national parks, interstate - many ways",68,pork projects; cash for clunkers; humanitarian aid to countries which by and large would prefer to see us destroyed,1,the child tax credit lowers the amount we owe and significantly helps our family,1,"I appreciate the child tax credit as it helps families; the earned income tax credit helps some families with lower paying jobs, but sometimes it provides too much additional assistance on top of SNAP, medicare/medicaid, etc.",8,6,1,1,18,1,2,1,4,2,1,3,1,1,4,35,1,12,0.432154266
Iowa,2,6,3,Financing our American way of life.,1,91,Tax on the new auto I purchased.,As long as  I am capable of paying the tax I feel like a loyal happy American.,Expenditures on my part.,1,"Schools, federal, state, local, income,",0,No,The freedoms we cherish and the ability to go about life with a confident manner that I won't suddenly be slapped  with a bill that I don't understand.  I'm free to spend my money as I choose and no authoritarian figure will interfere with that.  Utilities are provided to enhance our life and we even have the freedom to budget them according to our ability to pay. We are given the opportunity to engage in local politics to improve things we see are needed for the good of all.,If people on welfare are able bodied but refuse to work and contribute to society or are drug addicts and expect the government to provide for their livelihood I think they need rehabilitation.  If they refuse rehabilitation they should be incarcerated and forced to work for a living. ,"Yes, security in society, the opportunity to get an education, the freedom to choose how I'm going to spend my money.",40,"Too many government personnel, overpayment of salaries, luxuries to imprisoned personel.....",3,,3,,6,3,1,1,67,1,1,1,2,2,1,3,5,3,16,1,1,8,0.787470485
Idaho,1,4,7,extortion by force of government,1,30,I pay sales taxes with every purchase and I pay property taxes,Broke,Sales,1,SUTA and FUTA,2,1,Military pay and materials,Study shrimp on a treadmill and other useless studies,No,80,Shrimp on a treadmill,1,paid no taxes because of EITC,1,EITC is redistribution of wealth Child Tax Credit is a valid credit.,2,7,1,1,20,1,2,2,3,2,1,3,1,1,13,26,1,15,0.460739774
Michigan,2,2,4,government taking my money,1,86,yesterday at the supermarket for non food items,no feelings at all it is normal,property taxes,1,federal tax / state tax,0,none,medicare and social security,nothing comes to mind I do not like welfare cheaters,yes I am receiving disability because I paid into it,54,welfare cheaters,4,,4,,6,7,4,2,50,2,4,3,4,2,2,6,2,1,23,22,1,4,0.427902551
North Carolina,1,3,1,Taxes? Too high and a rip off!,2,60,Last time I paid taxes was in 2007,Never like it.,Not a tax payer.,1,"State, Federal, City",0,0,I am not sure where my tax dollars went to.,Raises for Government personell,nope,100,"Things that only benefit them, not the tax payer",3,,4,,5,7,4,1,39,2,3,1,4,4,4,6,3,3,34,33,5,1,0.876566393
Indiana,2,2,4,money for the government to use,1,71,well there are sales taxes that I pay each time I go to the grocery store  I paid this last week,I don't mind as we use the services that are paid for by taxes,sales tax by far,1,fica social security unemployment payroll,1,no,police and fire and our bus system benefits so that's helpful because I don't drive,I don't know right now I don't have enough info,well we have police fire transpo and the library so I can say it is good,38,airfare and silly gov programs,1,it helps us get a bigger refund and thats very helpful,1,it makes sense to me at least,9,7,2,1,36,1,3,2,4,2,4,3,1,1,15,34,1,10,0.538743107
Florida,2,4,1,additional amount added to purchases going to government for different reasons,1,91,at the grocery store on soda,ok,sales tax on large items,1,"federal withholding, social security tax, Medicare tax",0,0,"police and firefighters, new roads, improvements",assistance for people that don't need it or who are on drugs,"now without a job for 3 years, i receive assistance in the form of food stamps and medical",25,building bridges to nowhere,2,not much,1,i think it works best for people with children and not so much for single people in need,5,2,4,2,50,2,2,2,4,2,1,6,5,1,10,23,1,1,0.343243209
Maryland,2,5,1,government politics control,1,90,costco on non-food items and gas,"ok, can't get away from it",gas and merchandise and eating out,1,"federal withholding , social security",0,0,"education, jobs, healthcare","gun control legislature, tobacco laws","for the most part, it was extremely important that the ACA healthcare act passed for affordable healthcare",39,"over paying for services, gov't people using gov't funding for personal use",3,,3,,4,4,3,1,70,1,3,2,4,1,1,6,1,1,21,22,4,16,1.293657126
Massachusetts,1,5,1,"Taxes are what it costs me, as a citizen, to reap the benefits of living where I live.",1,70,"I paid a meals tax on Monday when I ordered pizza.  I paid a gasoline tax on Monday as well, when I filled my tank.  ",It feels quite normal,Income tax,1,Income tax withholding / F.I.C.A. / ,0,no,Everything that I listed in the first box that asked how I've personally benefitted from paying taxes.,"Requiring a specific number of words in a response is no way to conduct an ""opinion"" survey.  I am upset about nothing for which my tax dollars are spent.","AbsoLUTEly!  The roads I drive on are well maintained, I feel safe from ""ordinary"" crime because my city has a good police department.  Our country is well defended from invasion, etc.  A very tiny percentage of my taxes is used to support the arts.  My water is clean, I feel safe from contaminated food, my salary has been paid by property taxes in my city, I could go on and on and on.",1,"I was not thinking of government waste.  The term is repugnant to me, and is used in campaign slogans",3,,3,,6,1,1,1,80,1,2,1,3,2,1,3,5,1,22,14,1,14,0.73595321
Iowa,2,3,7,government taking your money,1,64,Sales tax on almost everything I buy.,Like the government is taking all your money.,Sales tax is the tax I get hit with most often.,1,Federal income tax / State income tax / Fica or social security tax / Medicare tax,0,no,nothing. It would be education but the government has screwed it up so bad that kids learn very little in school anymore.,The salaries of all the polititions that do almost nothing to earn them.,no. i do not feel i have benefitted from any of them.,95,"The prices they pay for wasteful vacations, repainting the presidential jet, the cost of items they waste money on.",1,It helps to catch up on bills once a year.,1,It is something most families really need.,9,6,2,1,1,2,2,4,4,1,1,6,5,3,16,32,1,2,0.427902551
California,1,5,1,another tax that cuts into my economy base,1,90,The last time was when I put gas into my vehicle,I would feel go if the tax went to where it was supose to go and not pay of administration of the funds,property taxes,1,state and federal taxes,0,none,If all the money gather by taxes went entirely into the classrooms,paid for administrations that oversee taxes,to some degree for education and road repairs,61,the different levels of administration to oversee one tax issue,2,I was able to save money for a rainday,4,,6,4,3,1,48,1,3,3,4,2,1,6,1,1,5,16,3,12,1.46721449
Pennsylvania,2,2,1,The real estate taxes that I have to pay every year.,1,72,I paid the real estate taxes last years.,It is a hardship.,Real Estate taxes.,1,"Federal taxes, Local taxes, S.S., FICA",0,0,Education and senior citizen programs.,"Trash pick up, building staudiums and building schools.","No, they take too much money out of my pay check, I need more money to live on.",40,Money spent on defense and fighting wars.,1,I get more money back.,3,,1,2,1,1,100,1,1,2,1,1,1,4,5,1,39,24,1,12,0.429536552
Pennsylvania,1,2,4,debt debt debt debt debt debt debt debt,2,43,3 years ago befor I lost my job to the gas companies,its sucks because I earned that money,half,1,local state federal unemployment ssi ,0,o,,everything everything everything everything,no I have not and never will,91,raods,3,,3,,9,4,4,2,1,2,3,1,3,3,3,6,5,3,39,44,1,2,0.623493423
Virginia,2,3,1,Too much money going out unnecessarily,2,97,I paid car taxes about 10 years ago,"I feel taxes are just too high. I don't care whether it's personal, car, sales, or federal/state..",sales taxes are the biggest of our budget,1,"social security, federal, state",0,1,social security disability ,"education, poverty, and homeless","Yes, because I get social security ",100,taxes spent for other countries,3,,3,,9,1,4,1,3,1,4,3,3,1,1,6,1,3,47,36,2,5,0.876566393
New Jersey,1,5,7,some one stealing my money,1,76,at the end of year at income tax season,not very good it stinks,paying the mortgage,1,fica state local federal,0,1,nothing i think goverment get enogh tax money,everything the is money wasted ,,100,,3,,3,,1,5,2,1,0,1,3,2,2,2,1,4,1,1,31,18,1,10,0.429536552
Arizona,2,2,4,Extortion By the Federal government through the Federal Reserve,1,80,I really do not know.I alwasy get refunds,I feel as though I have worked all my life as a slave to the federal government,I really have no idea,1,"FICA,Federal IncomeTax,State Tax",0,2,Our military and the security of our country,The perminant pensions of Congress and the President,no,100,Everything besides the military and I don't the illegal wars these presidents have put our young men and women into,1,I got a bigger refund at the time,1,At least we get some of our stolen money back,4,6,2,1,0,2,1,2,2,2,1,3,1,3,3,32,1,1,0.312191688
New York,2,3,2,forms to be completed; money,1,90,"food, clothes, restaurants","it's a burden but if the money is being used wisely, it's fine",not sure,1,fica / state / city / federal,0,none,"education, roads, parks, healthcare, social security, medicare",overpaid government officials; luxuries,slight help,24,overpaid; luxuries,1,helped a tiny bit,1,it's good,1,4,2,2,39,2,2,3,4,4,1,6,3,1,33,22,1,17,1.294973709
Ohio,3,2,4,"TOTALLY  WRONG , UNFAIR need to be done away with",1,84,"federal , state  & local city. sales / ",lousy,fed income,1,"fed, unemployment , med, retirement ,SS, city.",0, wife,not much at all its wasted,,at least I have my SS.,100,CONGRESS ENTIRELY,4,,2,its definately needed,6,NA,1,1,1,1,4,4,4,2,2,6,1,1,36,8,NA,6,2.011023508
New York,1,6,3,fees to be paid to the government to be used for services ,1,41,last month I paid both state and federal taxes,good and bad Nice to have the services and have the money to pay but bad to actually pay,Income,1,I do not have paycheck,0,,police fire defense foreign aid education,waste  / too many troops / Senate and Congress,"Yes for defense , police, fire department , education,",60,bureaucracy too big with too many troops stationed around world and too many subsidies to big profitable corporations like oil and farm companies,1,refund,3,,9,1,1,1,20,1,1,1,3,2,1,3,5,3,33,47,1,19,2.366625567
Maine,2,1,4,electrical bills going higher,1,42,"house and land taxes, car taxes",not very good at all,house taxes,0,,0,0,"clothes, land taxes house taxes","cigeretts alcohol, personl using",yes  get it back at end,58,money ,3,,4,,8,4,NA,2,21,NA,NA,NA,NA,4,4,6,3,3,20,34,1,1,0.341164062
Virginia,2,2,4,i dont care   it is boring   my mom is taking care of it for me ,3,9,i dont know nothing about tax  my mom is taking care of it for me ,i dont know,i dont know,0,,0,1,i dont know nothing  i dont know nothing i dont know nothing ,i dont know nothing  i dont know nothing i dont know   i am idiot  ,i dont know,7,i dont know,4,,4,,5,NA,4,2,12,2,4,NA,4,4,4,6,5,3,47,35,1,NA,0.519600055
Georgia,1,5,6,The Democrat national party,1,50,I pay 6% county sales tax every time I shop,A victim of wealth redistribution  ,Federal Income Tax,1,Federal and State witholding,0,none,poverty stricken children,House and Senate salaries ,I have benefited through maintenance and additions to the roadways ,60,"The EPA, HHS, and the Dept of Education",3,,3,,6,6,2,1,60,1,1,5,4,2,1,3,1,1,11,16,1,18,1.904373751
